ID	gamma	gamma.97.5	gamma.2.5	gamma.stderr	t.half	t.fit	p.fit	name
AT1G03360	0.271	0.216	0.326	0.026	2.559	10.445	8.1495e-09	ATRRP4
AT1G03370	0.676	0.542	0.809	0.063	1.026	10.664	6e-09	AT1G03370
AT1G03380	0.66	0.439	0.882	0.105	1.049	6.285	8.2277e-06	ATG18G
AT1G03400	0.097	0.076	0.119	0.01	7.127	9.448	3.5352e-08	AT1G03400
AT1G03410	1.419	0.691	2.148	0.345	0.488	4.111	0.0007293	2A6
AT1G03420	0.091	0.058	0.125	0.016	7.583	5.816	2.0636e-05	Sadhu4-2
AT1G03430	0.102	0.068	0.135	0.016	6.823	6.39	6.7161e-06	AHP5
AT1G03470	0.294	0.234	0.354	0.029	2.357	10.299	1e-08	NET3A
AT1G03475	0.406	0.275	0.537	0.062	1.707	6.556	4.8929e-06	CPX1
AT1G03520	0.269	0.173	0.365	0.045	2.579	5.914	1.6988e-05	AT1G03520
AT1G03530	0.616	0.479	0.753	0.065	1.126	9.472	3.408e-08	ATNAF1
AT1G03550	0.246	0.131	0.362	0.055	2.815	4.494	0.00031979	SCAMP2
AT1G03560	0.315	0.118	0.511	0.093	2.202	3.376	0.0035922	AT1G03560
AT1G03590	0.247	0.188	0.305	0.028	2.808	8.892	8.4151e-08	PPC6-6
AT1G03600	0.181	0.13	0.231	0.024	3.833	7.569	7.6993e-07	PSB27-1
AT1G03610	0.596	0.501	0.692	0.045	1.162	13.183	2.3576e-10	AT1G03610
AT1G03620	0.073	0.05	0.096	0.011	9.458	6.669	3.9512e-06	AT1G03620
AT1G03630	0.501	0.355	0.648	0.069	1.382	7.219	1.4361e-06	PORC
AT1G03680	0.08	0.064	0.095	0.007	8.706	10.915	4.2287e-09	ATHM1
AT1G03687	0.544	0.397	0.691	0.07	1.274	7.798	5.1581e-07	AT1G03687
AT1G03740	0.158	0.1	0.217	0.028	4.38	5.688	2.6665e-05	AT1G03740
AT1G03750	0.422	0.26	0.585	0.077	1.641	5.48	4.0635e-05	SWI2
AT1G03760	0.113	0.091	0.136	0.011	6.126	10.647	6.1278e-09	AT1G03760
AT1G03770	0.104	0.083	0.124	0.01	6.675	10.666	6e-09	RING1B
AT1G03780	0.299	0.22	0.378	0.037	2.317	7.992	3.7017e-07	TPX2
AT1G03820	0.664	0.527	0.8	0.065	1.045	10.247	1.0814e-08	AT1G03820
AT1G03830	0.393	0.247	0.539	0.069	1.765	5.676	2.7341e-05	AT1G03830
AT1G03850	0.095	0.013	0.177	0.039	7.301	2.442	0.026582	GRXS13
AT1G03860	0.042	0.028	0.056	0.007	16.485	6.31	7.8333e-06	PHB2
AT1G03870	0.056	0.025	0.088	0.015	12.32	3.758	0.0015673	FLA9
AT1G03900	0.19	0.128	0.253	0.03	3.64	6.43	6.2211e-06	ATNAP4
AT1G03905	0.115	0.067	0.164	0.023	6.01	4.988	0.00011235	ABCI19
AT1G03910	0.195	0.149	0.241	0.022	3.557	8.936	7.8386e-08	CTN
AT1G03950	0.076	0.063	0.09	0.006	9.067	12.158	8.2383e-10	VPS2.3
AT1G03960	0.338	0.176	0.5	0.077	2.049	4.41	0.00038249	B''EPSILON
AT1G03980	0.143	0.091	0.195	0.025	4.855	5.784	2.2026e-05	PCS2
AT1G04000	0.596	0.306	0.886	0.137	1.163	4.343	0.00044207	AT1G04000
AT1G04010	0.221	0.138	0.303	0.039	3.143	5.664	2.8008e-05	PSAT
AT1G04020	0.31	0.23	0.39	0.038	2.237	8.183	2.6772e-07	BARD1
AT1G04030	0.356	0.241	0.472	0.055	1.946	6.517	5.2749e-06	AT1G04030
AT1G04040	0.106	0.075	0.137	0.015	6.548	7.248	1.3623e-06	AT1G04040
AT1G04050	0.321	0.228	0.414	0.044	2.158	7.274	1.2996e-06	SUVR1
AT1G04070	0.42	0.325	0.514	0.045	1.652	9.39	3.8653e-08	TOM9-1
AT1G04080	0.115	0.085	0.145	0.014	6.028	8.092	3.1222e-07	PRP39
AT1G04100	0.216	0.163	0.269	0.025	3.208	8.638	1.2636e-07	IAA10
AT1G04120	0.514	0.364	0.664	0.071	1.349	7.216	1.4427e-06	ABCC5
AT1G04130	0.195	0.138	0.253	0.027	3.553	7.146	1.6393e-06	TPR2
AT1G04140	0.108	0.082	0.134	0.012	6.416	8.834	9.2242e-08	AT1G04140
AT1G04160	0.278	0.18	0.376	0.046	2.493	5.996	1.4461e-05	XI-B
AT1G04170	0.161	0.109	0.212	0.025	4.317	6.523	5.2079e-06	EIF2-GAMMA
AT1G04190	0.112	0.078	0.146	0.016	6.176	7.01	2.098e-06	TPR3
AT1G04200	0.128	0.099	0.158	0.014	5.401	9.198	5.1929e-08	AT1G04200
AT1G04230	0.23	0.171	0.289	0.028	3.015	8.226	2.4937e-07	AT1G04230
AT1G04260	0.196	0.155	0.238	0.02	3.529	9.981	1.592e-08	PRA1D
AT1G04270	0.038	0.024	0.053	0.007	18.04	5.634	2.9768e-05	RPS15A
AT1G04290	0.077	0.056	0.097	0.01	9.023	7.879	4.4913e-07	AT1G04290
AT1G04300	0.153	0.115	0.191	0.018	4.531	8.433	1.7672e-07	AT1G04300
AT1G04310	0.762	0.509	1.015	0.12	0.909	6.356	7.1756e-06	ERS2
AT1G04340	0.095	0.072	0.118	0.011	7.323	8.678	1.1845e-07	AT1G04340
AT1G04350	0.128	0.056	0.199	0.034	5.435	3.756	0.0015757	AT1G04350
AT1G04400	0.186	0.121	0.25	0.031	3.736	6.068	1.2534e-05	CRY2
AT1G04410	0.049	0.034	0.065	0.007	14.051	6.847	2.8375e-06	MDH1
AT1G04420	0.113	0.082	0.143	0.014	6.148	7.804	5.1048e-07	AT1G04420
AT1G04430	0.144	0.114	0.174	0.014	4.823	10.101	1.3361e-08	AT1G04430
AT1G04440	0.124	0.089	0.159	0.017	5.584	7.445	9.5722e-07	CKL13
AT1G04480	0.054	0.037	0.071	0.008	12.834	6.845	2.8475e-06	RPL23C
AT1G04510	0.149	0.101	0.196	0.022	4.655	6.623	4.3087e-06	PRP19A
AT1G04530	0.106	0.079	0.133	0.013	6.55	8.206	2.5787e-07	TPR4
AT1G04550	0.469	0.308	0.63	0.076	1.477	6.153	1.0614e-05	IAA12
AT1G04590	0.059	0.04	0.078	0.009	11.754	6.665	3.9831e-06	AT1G04590
AT1G04600	0.147	0.087	0.206	0.028	4.724	5.215	7.0009e-05	XI-A
AT1G04620	0.112	0.077	0.147	0.017	6.193	6.688	3.8177e-06	HCAR
AT1G04640	0.229	0.153	0.305	0.036	3.029	6.35	7.2543e-06	LIP2
AT1G04650	0.446	0.336	0.556	0.052	1.553	8.579	1.3924e-07	AT1G04650
AT1G04680	0.195	0.147	0.243	0.023	3.56	8.589	1.3689e-07	AT1G04680
AT1G04690	0.056	0.043	0.069	0.006	12.372	8.955	7.6103e-08	KAB1
AT1G04700	0.268	0.175	0.361	0.044	2.586	6.108	1.1601e-05	AT1G04700
AT1G04710	0.051	0.032	0.07	0.009	13.721	5.605	3.1544e-05	KAT1
AT1G04730	0.199	0.165	0.233	0.016	3.477	12.37	6.3114e-10	CTF18
AT1G04750	0.042	0.028	0.056	0.007	16.419	6.465	5.825e-06	VAMP721
AT1G04760	0.508	0.326	0.69	0.086	1.364	5.881	1.8152e-05	VAMP726
AT1G04770	0.259	0.137	0.381	0.058	2.675	4.47	0.00033689	AT1G04770
AT1G04780	0.155	0.104	0.206	0.024	4.473	6.431	6.2152e-06	AT1G04780
AT1G04790	0.243	0.17	0.317	0.035	2.849	6.968	2.2667e-06	AT1G04790
AT1G04810	0.119	0.089	0.149	0.014	5.824	8.316	2.1458e-07	RPN2B
AT1G04820	0.07	0.049	0.091	0.01	9.917	7.128	1.6925e-06	TUBA4
AT1G04830	0.197	0.159	0.235	0.018	3.512	10.937	4.1006e-09	AT1G04830
AT1G04850	0.042	0.025	0.059	0.008	16.494	5.21	7.0781e-05	AT1G04850
AT1G04860	0.284	0.218	0.35	0.031	2.442	9.048	6.5703e-08	UBP2
AT1G04870	0.093	0.073	0.112	0.009	7.47	9.994	1.5617e-08	PRMT10
AT1G04880	0.299	0.181	0.417	0.056	2.317	5.362	5.18e-05	HMGB15
AT1G04900	0.226	0.154	0.298	0.034	3.07	6.599	4.5106e-06	AT1G04900
AT1G04910	0.298	0.216	0.38	0.039	2.328	7.656	6.6038e-07	AT1G04910
AT1G04930	0.953	0.565	1.341	0.184	0.728	5.179	7.5403e-05	AT1G04930
AT1G04940	0.57	0.394	0.745	0.083	1.216	6.853	2.8022e-06	TIC20-I
AT1G04950	0.134	0.079	0.188	0.026	5.191	5.163	7.8014e-05	TAF6
AT1G04960	0.1	0.065	0.135	0.017	6.908	6.06	1.2752e-05	AT1G04960
AT1G04970	0.063	0.046	0.08	0.008	11.009	7.906	4.2844e-07	AT1G04970
AT1G04980	0.066	0.045	0.087	0.01	10.504	6.657	4.0456e-06	PDIL2-2
AT1G04985	0.178	0.117	0.238	0.029	3.901	6.197	9.7546e-06	AT1G04985
AT1G04990	0.276	0.204	0.349	0.034	2.51	8.047	3.3722e-07	AT1G04990
AT1G05000	0.1	0.052	0.147	0.023	6.942	4.431	0.00036614	AT1G05000
AT1G05010	0.13	0.101	0.16	0.014	5.312	9.464	3.4526e-08	ACO4
AT1G05030	0.358	0.246	0.469	0.053	1.938	6.743	3.4408e-06	AT1G05030
AT1G05040	0.225	0.141	0.309	0.04	3.082	5.624	3.0384e-05	AT1G05040
AT1G05055	0.343	0.246	0.44	0.046	2.019	7.471	9.1534e-07	ATGTF2H2
AT1G05060	0.037	0.017	0.058	0.01	18.689	3.833	0.0013325	AT1G05060
AT1G05070	0.11	0.073	0.147	0.018	6.323	6.263	8.5754e-06	AT1G05070
AT1G05120	0.217	0.158	0.277	0.028	3.19	7.729	5.8191e-07	AT1G05120
AT1G05140	0.481	0.374	0.587	0.05	1.442	9.53	3.1189e-08	ARASP2
AT1G05150	0.227	0.16	0.293	0.031	3.057	7.199	1.4872e-06	AT1G05150
AT1G05160	0.657	0.462	0.852	0.092	1.055	7.107	1.7586e-06	KAO1
AT1G05180	0.072	0.055	0.089	0.008	9.622	8.872	8.6855e-08	AXR1
AT1G05190	0.05	0.036	0.065	0.007	13.744	7.182	1.5336e-06	RPL6
